Title,Authors,Link,Abstract,Citations,AI/ML Research?,Survey?,RecSys?,Mamba?,Published in,Conference
A survey on large language model acceleration based on kv cache management,"H Li,Y Li, A Tian,T Tang, Z Xu,X Chen, N Hu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2412.19442,"Large Language Models (LLMs) have revolutionized a wide range of domains such asnatural language processing, computer vision, and multi-modal tasks due to their ability to …",,,,,,,
Large Language Models: A Survey with Applications in Political Science,"C Coil, N Chen,C Bruckner, K O'Connor - 2025 - files.osf.io",https://files.osf.io/v1/resources/4cba6_v2/providers/osfstorage/684061a790458278eb85b1cc?format=pdf&action=download&direct&version=2,"… Additionally, they can assist authors overcome “writer’s block"" by providing recommendationsfor subsequent sentences based on text the author has already written. LLMs can facilitate …",,,,,,,
Semantic enhancement and change consistency network for semantic change detection in remote sensing images,"Z Jiang, B Wang, P Zhang, Y Wu, Z Ye… - International Journal of …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/17538947.2025.2496790,"Semantic Change Detection (SCD) identifies binary change information and determines the‘from-to’ types, revealing not only ‘where’ changes occurred but also ‘what’ the changes are. …",,,,,,,
Full Stack Approach for Efficient Deep Learning Inference,S Kim- 2024 - search.proquest.com,https://search.proquest.com/openview/5ff74371d1a032d2451afd1d6e2d9861/1?pq-origsite=gscholar&cbl=18750&diss=y,"Recent advancements in AI technologies have led to unprecedented growth in model sizes,particularly with the advent of large language models (LLMs). While these models have …",,,,,,,
International Scientific Report on the Safety of Advanced AI,"B Yohsua, P Daniel,B Tamay,B Rishi,C Stephen… - 2024 - hal.science",https://hal.science/hal-04612963/,"We are in the midst of a technological revolution that will fundamentally alter the way we live,work, and relate to one another. Artificial Intelligence (AI) promises to transform many …",,,,,,,
SALM: A Unified Model for 2D and 3D Region of Interest Segmentation in Lung CT Scans Using Vision Transformers,"HT Gayap,MA Akhloufi- Applied Biosciences, 2025 - mdpi.com",https://www.mdpi.com/2813-0464/4/1/11,"Accurate segmentation of Regions of Interest (ROI) in lung Computed Tomography (CT) iscrucial for early lung cancer diagnosis and treatment planning. However, the variability in size…",,,,,,,
Predictor-corrector enhanced transformers with exponential moving average coefficient learning,"B Li,T Zheng,R Wang,J Liu,J Guo… - Advances in …, 2024 - proceedings.neurips.cc",https://proceedings.neurips.cc/paper_files/paper/2024/hash/2432eb0ddcf3bb630b5bcf96ca7e592d-Abstract-Conference.html,"… Training Details In accordance with the recommendations provided by [27], we haveincorporated relative positional representation [55], namely RPR for short, into our model …",,,,,,,
Mcavm-Unet: Enhancing Key Region Focus and Feature Interaction in Vision Mamba for Medical Image Segmentation,"M Zhong, Z Zhao - Available at SSRN 5312161 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5312161,"… To prevent training instability and accelerate convergence, based on extensive experimentalresults and literature recommendations, the initial learning rate was set to 5e-4 and …",,,,,,,
A Practical Approach to Power Saving in Hearables Using Sub-Nyquist Sampling with Bandwidth Extension,"TI Tamiti,A Barua- arXiv preprint arXiv:2506.22321, 2025 - arxiv.org",https://arxiv.org/abs/2506.22321,"… For real-world audio communication, one-way delays up to 150 ms are considered acceptablefor most user applications, including voice calls, according to the recommendation of the …",,,,,,,
Scrambled text: training Language Models to correct OCR errors using synthetic data,"J Bourne- arXiv preprint arXiv:2409.19735, 2024 - arxiv.org",https://arxiv.org/abs/2409.19735,OCR errors are common in digitised historical archives significantly affecting their usabilityand value. Generative Language Models (LMs) have shown potential for correcting these …,,,,,,,
SAMA-UNet: Enhancing Medical Image Segmentation with Self-Adaptive Mamba-Like Attention and Causal-Resonance Learning,"S Qamar, M Fazil, P Ahmad, G Muhammad - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2505.15234,"Medical image segmentation plays an important role in various clinical applications, butexisting models often struggle with the computational inefficiencies and challenges posed by …",,,,,,,
Mamba4KT: An Efficient and Effective Mamba-based Knowledge Tracing Model,"Y Cao,W Zhang- arXiv preprint arXiv:2405.16542, 2024 - arxiv.org",https://arxiv.org/abs/2405.16542,"… Tang, and PS Yu, “Attentional graph convolutional networks for knowledge conceptrecommendation in moocs in a heterogeneous view,” in Proceedings of the 43rd international ACM …",,,,,,,
Cartridges: Lightweight and general-purpose long context representations via self-study,"S Eyuboglu,R Ehrlich,S Arora,N Guha… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2506.06266,"… Any opinions, findings, and conclusions or recommendations expressed in this materialare those of the authors and do not necessarily reflect the views, policies, or endorsements, …",,,,,,,
Leveraging Large Language Models for Enhancing Well-Being in the Digital Age,X Guo- 2024 - search.proquest.com,https://search.proquest.com/openview/a8dc251819b912f88dfae760d32143b5/1?pq-origsite=gscholar&cbl=18750&diss=y,"… Moreover, LLMs offer the flexibility to fine-tune individual needs and preferences onvarious tasks, providing personalized recommendations and interventions [199, 167]. Their …",,,,,,,
EGCM-UNet: Edge Guided Hybrid CNN-Mamba UNet for farmland remote sensing image semantic segmentation,"J Zheng, Y Fu, X Chen, R Zhao, J Lu, H Zhao… - Geocarto …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/10106049.2024.2440407,"Segmenting farmland images is challenging due to their high color similarity to the backgroundand irregular shapes, resulting in over/undersegmentation. To tackle these challenges, …",,,,,,,
Scrambled text: fine-tuning language models for OCR error correction using synthetic data,"J Bourne- International Journal on Document Analysis and …, 2025 - Springer",https://link.springer.com/article/10.1007/s10032-025-00522-0,OCR errors are common in digitised historical archives significantly affecting their usabilityand value. Generative Language Models (LMs) have shown potential for correcting these …,,,,,,,
CNN–Transformer Hybrid Architecture for Underwater Sonar Image Segmentation,"J Lei, H Wang, Z Lei, J Li, S Rong - Remote Sensing, 2025 - mdpi.com",https://www.mdpi.com/2072-4292/17/4/707,"The salient object detection (SOD) of forward-looking sonar images plays a crucial role inunderwater detection and rescue tasks. However, the existing SOD algorithms find it difficult to …",,,,,,,
Universality of layer-level entropy-weighted quantization beyond model architecture and size,"A Behtash, M Fofonjka, E Baird, T Mauer… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.04704,We present a novel approach to selective model quantization that transcends the limitationsof architecture-specific and size-dependent compression methods for Large Language …,,,,,,,
Generative AI for Automatic Feedback Generation in Serious Games,R Baggen - 2024 - studenttheses.uu.nl,https://studenttheses.uu.nl/handle/20.500.12932/47757,"This thesis investigates the use of Generative Artificial Intelligence (AI) for automaticfeedback generation in serious games, focusing on identifying the characteristics of effective …",,,,,,,
MFB: A 3D point cloud segmentation model based on Mamba,"X Wang, J Zhang, X Zhang, L Liu… - … on Computer, Vision …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10872599/,"… Scaling sequential recommendation models with transformers. arXiv preprint arXiv:2412.07585,2024. [14] Zhe Jin Shiuan-ni Liang Chenliang Li Lixin Zou Min Tang, Shujie Cui. …",Cited by 1,,,,,,
A System Level Robust Model Predictive Control Framework with Asynchronous Computations,J Sieber- 2024 - research-collection.ethz.ch,https://www.research-collection.ethz.ch/handle/20.500.11850/723463,"Model predictive control (MPC) is one of the principal control theoretic frameworks, particularlysuited for safety-critical applications due to its ability to account for system constraints …",,,,,,,
A Study on Predicting Key Times in the Takeout System's Order Fulfillment Process,"D Hu, W Deng, Z Jiang,Y Shi- Systems, 2025 - mdpi.com",https://www.mdpi.com/2079-8954/13/6/457,"With the rapid development of the Internet, businesses in the traditional catering industryare increasingly shifting toward the Online-to-Offline mode, as on-demand food delivery …",,,,,,,
A spatial-temporal hierarchical modeling framework for multi-step ride-hailing demand forecasting,"Y Wen, W Xu, W Zhang - International Journal of General Systems, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/03081079.2024.2447491?casa_token=-DhOj74rDxcAAAAA:dmtUZJcslfX4BC-ZQYVUDko1QOC96tj6AQp3kpVSVjctjemEZbMI0LxJY75vHghYESKOP6kgZT3ejK-HLw,"Forecasting urban ride-hailing demand is the main duty in Intelligent Transportation Systems.Accurate predicting can significantly improve the efficiency of regional capacity allocation, …",,,,,,,
Time-Continuous Dimensional Affect Estimation from Limited Labelled Data,R Parameshwara- 2024 - researchsystem.canberra.edu.au,https://researchsystem.canberra.edu.au/ws/portalfiles/portal/112334005/Parameshwara_Ravikiran.pdf,"… Overcoming the need for explicitly providing a computational model to the machines, MLalgorithms enable machines to make data-driven recommendations and decisions. …",,,,,,,
Using an attention-based architecture to incorporate context similarity into spatial non-stationarity estimation,"S Wu,J Ding, R Wang, Y Wang, Z Yin… - International Journal of …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/13658816.2025.2456556?casa_token=nm6Lj1qmML8AAAAA:l-TmXUgWsHMsRLW8B8vPUdDAerEx-eMomRwo0v5quVlTo6eWQ0u9yrGfGF-lojce0XEkqlklEngdD-RRaA,Geographically weighted regression (GWR) facilitates spatial modeling by providing location-specificcoefficients to capture spatial non-stationarity. GWR incorporates a distance decay …,,,,,,,
Repetitive Contrastive Learning Enhances Mamba's Selectivity in Time Series Prediction,"W Yan, H Cao, Y Tan - arXiv preprint arXiv:2504.09185, 2025 - arxiv.org",https://arxiv.org/abs/2504.09185,"Long sequence prediction is a key challenge in time series forecasting. While Mamba-basedmodels have shown strong performance due to their sequence selection capabilities, they …",,,,,,,
Relation-Aware Multi-Pass Comparison Deconfounded Network for Change Captioning,"Z Lu,L Jin, Z Chen, C Tian,X Sun,X Li… - … on Circuits and …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10638627/,Change captioning aims to describe the semantic change between a pair of images withnatural language while remaining immune to viewpoint change. Based on the encoder-decoder …,Cited by 2,,,,,,
GenAI and LLM for Financial Institutions: A Corporate Strategic Survey,"J Xu - Available at SSRN 4988118, 2024 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4988118,"… Advanced applications may require embeddings—high-dimensional vectors that representsemantic content, eg, RAG, sentimental analysis and recommendation systems. These …",,,,,,,
Affirm: Interactive mamba with adaptive fourier filters for long-term time series forecasting,"Y Wu, X Meng, H Hu,J Zhang, Y Dong… - Proceedings of the AAAI …, 2025 - ojs.aaai.org",https://ojs.aaai.org/index.php/AAAI/article/view/35463,"In long-term series forecasting (LTSF), it is imperative for models to adeptly discern anddistill from historical time series data to forecast future states. Although Transformer-based …",,,,,,,
Locating and editing factual associations in mamba,"AS Sharma,D Atkinson,D Bau- arXiv preprint arXiv:2404.03646, 2024 - arxiv.org",https://arxiv.org/abs/2404.03646,We investigate the mechanisms of factual recall in the Mamba state space model. Our workis inspired by previous findings in autoregressive transformer language models suggesting …,,,,,,,
A survey of multimodal retrieval-augmented generation,"L Mei, S Mo, Z Yang,C Chen- arXiv preprint arXiv:2504.08748, 2025 - arxiv.org",https://arxiv.org/abs/2504.08748,"… For LLM-based recommendations, POD [190] distilled discrete prompt templates intocontinuous prompt vectors with an whole-word embedding to integrate the item ID, while RDRec […",,,,,,,
LHRF-YOLO: A Lightweight Model with Hybrid Receptive Field for Forest Fire Detection,"Y Ma,W Shan, Y Sui, M Wang,M Wang- Forests, 2025 - mdpi.com",https://www.mdpi.com/1999-4907/16/7/1095,"Timely and accurate detection of forest fires is crucial for protecting forest ecosystems. However,traditional monitoring methods face significant challenges in effectively detecting forest …",,,,,,,
Clip-mamba: Clip pretrained mamba models with ood and hessian evaluation,"W Huang, Y Shen,Y Yang- arXiv preprint arXiv:2404.19394, 2024 - arxiv.org",https://arxiv.org/abs/2404.19394,"State space models and Mamba-based models have been increasingly applied across variousdomains, achieving state-of-the-art performance. This technical report introduces the first …",,,,,,,
When Does Divide and Conquer Work for Long Context LLM? A Noise Decomposition Framework,"Z Xu, S Zhu, J Wang, J Wang,B Athiwaratkun… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2506.16411,We investigate the challenge of applying Large Language Models (LLMs) to long texts. Wepropose a theoretical framework that distinguishes the failure modes of long context tasks …,,,,,,,
Language-Based AI Modeling of Personality Traits and Pathology from Life Narrative Interviews,"JR Oltmanns, R Khandelwal, J Ma, J Brickman, T Do… - 2025 - osf.io",https://osf.io/j6yud/download,"… models trained on multiple assessments may ultimately provide clinicians with scores on avariety of personality related constructs, potential outcomes, and treatment recommendations. …",,,,,,,
Real-GPT: Efficiently tailoring LLMs for informed decision-making in the real estate industry,"B Gloria, J Melsbach, S Bienert… - Journal of Real Estate …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/10835547.2024.2372748?casa_token=UhDj4iceT7oAAAAA:E5Hk3g3C8dW6XUxWSKrIfwGCgY-6XZdQ9cQNLn7WY397fTYGqdpPcaYONAbMPfH7lSedsyfg0NQeXw6t3tg,"Lately, large language models (LLMs) such as ChatGPT and Llama have gained significantattention. These models demonstrate a remarkable capability to solve complex tasks, …",,,,,,,
Toward secure industrial internet of behaviours: a federated learning-based lightweight human behaviour recognition method with selective state space models,"B Hu,R Zhong, Y Feng, J Yang, P Li… - International Journal of …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/00207543.2024.2448604?casa_token=G3vrnlbWOJMAAAAA:EDUxlwfZvWadRpo-4pMc-qp40rsVEJLiCNseoZWyuq_fd6ppuTsim3OTG-PGp7DHopiPAd1PCRD2gucq0M0,Human behaviour recognition is one of the most fundamental tasks in Industrial Internet ofBehaviour (IIoB) and is crucial for the safe and reliable IIoB. Existing methods lacks …,,,,,,,
Sequence modeling and design from molecular to genome scale with Evo,"E Nguyen,M Poli,MG Durrant,B Kang,D Katrekar… - Science, 2024 - science.org",https://www.science.org/doi/abs/10.1126/science.ado9336?casa_token=oFDwQy4JcfIAAAAA:G4tXRDKV6h7_0XDo9seRwAzrUi96hnemZgeoSY5amve3tvaZAqq3ebLnlEDuB10qEaANmhqog5fHZNJ5&casa_token=pZs9cb5T-3gAAAAA:luLJcyoe7b5pNLhh06dvWjI6ezAi_zOdB-GQNqQiRQcwKK4KZjaYAJAdGqqfyB2FpKjgmtJZ8W6qiusN,"The genome is a sequence that encodes the DNA, RNA, and proteins that orchestrate anorganism’s function. We present Evo, a long-context genomic foundation model with a frontier …",,,,,,,
Deep Q-Learning for Fair and Sustainable Multi-Modal Transit Timetabling,"K Zhang, Y Shi, S Clarke - Available at SSRN 5143955 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5143955,"… GCNs have shown effectiveness in various applications, including social network analysis,recommendation systems, and traffic prediction by leveraging the inherent structure of graph …",,,,,,,
1. 2.1 Transformer Architecture,"H Li, Y Li, A Tian, T Tang, Z Xu, X Chen, N Hu, W Dong…",,,Related articles,,,,,,
UU-Mamba: uncertainty-aware u-mamba for cardiac image segmentation,"TY Tsai,L Lin,S Hu,MC Chang… - 2024 IEEE 7th …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10708025/,"… Metrics reloaded: Pitfalls and recommendations for image analysis validation. arXiv preprint… Uncertainty-Aware explainable recommendation with large language models. IJCNN, 2024. …",,,,,,,
L2G: Repurposing Language Models for Genomics Tasks,"W Cheng,J Shen,M Khodak,J Ma,A Talwalkar- bioRxiv, 2024 - biorxiv.org",https://www.biorxiv.org/content/10.1101/2024.12.09.627422.abstract,"… Any opinions, findings, conclusions, or recommendations expressed in this material arethose of the author(s) and do not necessarily reflect the views of any of these funding agencies. …",,,,,,,
RankMamba: Benchmarking Mamba's Document Ranking Performance in the Era of Transformers,"Z Xu- arXiv preprint arXiv:2403.18276, 2024 - arxiv.org",https://arxiv.org/abs/2403.18276,"… “A zero attentive relevance matching network for review modeling in recommendation system”.In: Advances in Information Retrieval: 43rd European Conference on IR Research, ECIR …",,,,,,,
A Survey of Retentive Network,"H Yang,Z Li,Y Chang,Y Wu- arXiv preprint arXiv:2506.06708, 2025 - arxiv.org",https://arxiv.org/abs/2506.06708,… Cfpsg: Collaborative filtering poi similarity graph enhanced retentive network for next poirecommendation. In 2024 21st International Computer Conference on Wavelet Active Media …,,,,,,,
MEGA: xLSTM with Multihead Exponential Gated Fusion for Precise Aspect-based Sentiment Analysis,"A Lawan, J Pu,H Yunusa, J Muhammad… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2507.01213,"Aspect-based Sentiment Analysis (ABSA) is a critical Natural Language Processing (NLP)task that extracts aspects from text and determines their associated sentiments, enabling fine-…",,,,,,,
Challenges and Limitations in the Synthetic Generation of mHealth Sensor Data,"F Di Martino,F Delmastro- arXiv preprint arXiv:2505.14206, 2025 - arxiv.org",https://arxiv.org/abs/2505.14206,"The widespread adoption of mobile sensors has the potential to provide massive andheterogeneous time series data, driving Artificial Intelligence applications in mHealth. However, …",,,,,,,
Vmamba: Visual state space model,"Y Liu,Y Tian,Y Zhao,H Yu,L Xie,Y Wang… - Proceedings of the 38th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.5555/3737916.3741189,"Designing computationally efficient network architectures remains an ongoing necessity incomputer vision. In this paper, we adapt Mamba, a state-space language model, into VMamba…",Cited by 441,,,,,,
Deep Learning and Foundation Models for Weather Prediction: A Survey,"J Shi,A Shirali,B Jin,S Zhou, W Hu… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2501.06907,"Physics-based numerical models have been the bedrock of atmospheric sciences for decades,offering robust solutions but often at the cost of significant computational resources. Deep …",,,,,,,
UVMSR: a novel approach to hyperspectral image super-resolution by fusing U-Net and Mamba,"T Tang, W Yan, G Bai, X Pan, J Liu - International Journal of …, 2025 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/01431161.2024.2443619?casa_token=bnQio5thPAAAAAAA:4uCcV_d6zmaqiEyyGWxe_47NicPIYsnIF-PXGJsv6m9X1ff1E0RqsV99q2dpKgWf7mK3Lf0X5qMl0bshNds,"The hyperspectral image super resolution (HSISR) task has been thoroughly researchedand has shown notable advancements. However, existing deep neural network-based …",,,,,,,
Intelligent Automation for AI-driven Document Understanding,"J Van Landeghem,MF Moens,M Blaschko- 2024 - lirias.kuleuven.be",https://lirias.kuleuven.be/retrieve/d134d81a-0f85-4974-b6ed-b06d2788e202/,"This journey has been long and arduous, but I have finally reached an end. At this end, Ihave a thesis that I am proud of, and I have learned a lot. As I look back, I have been very …",,,,,,,
"A survey of defenses against ai-generated visual media: Detection, disruption, and authentication","J Deng,C Lin,Z Zhao, S Liu,Q Wang… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2407.10575,"Deep generative models have demonstrated impressive performance in various computervision applications, including image synthesis, video generation, and medical analysis. …",,,,,,,
Abstract rule learning promotes cognitive flexibility in complex environments across species,"F Bähner,T Popov, N Boehme, S Hermann… - Nature …, 2025 - nature.com",https://www.nature.com/articles/s41467-025-60943-7,… included all sessions with ≥10 simultaneously recorded neurons and at least two differentstrategy types with ≥15 trials each (these numbers were based on toolbox recommendations …,,,,,,,
Venturing into uncharted waters: The navigation compass from transformer to mamba,"Y Zou, Y Chen,Z Li,L Zhang, H Zhao - arXiv preprint arXiv:2406.16722, 2024 - arxiv.org",https://arxiv.org/abs/2406.16722,"Transformer, a deep neural network architecture, has long dominated the field of naturallanguage processing and beyond. Nevertheless, the recent introduction of Mamba challenges …",,,,,,,
Deep learning for malignant lymph node segmentation and detection: a review,"W Wu,A Laville, E Deutsch,R Sun- Frontiers in Immunology, 2025 - frontiersin.org",https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2025.1526518/abstract,"Radiation therapy remains a cornerstone in the treatment of cancer, with the delineation ofOrgans at Risk (OARs), tumors, and malignant lymph nodes playing a critical role in the …",,,,,,,
On the Computational Capability of Graph Neural Networks: A Circuit Complexity Bound Perspective,"X Li,Y Liang, Z Shi,Z Song, W Wang… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2501.06444,"… 19, SLYS21], and user-item interactions in recommendation … Graph neural networks forsocial recommendation. In The world … powering graph convolution network for recommendation. …",,,,,,,
Lina-Speech: Gated Linear Attention is a Fast and Parameter-Efficient Learner for text-to-speech synthesis,"T Lemerle, H Vanderbyl,V Srivastav,N Obin… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.23320,… The experiment was preceded by general recommendation to the subject before starting the… Complementary recommendations were provided either to precise the definition or the task …,,,,,,,
Maskmamba: A hybrid mamba-transformer model for masked image generation,"W Chen,L Niu,Z Lu,F Meng, J Zhou - arXiv preprint arXiv:2409.19937, 2024 - arxiv.org",https://arxiv.org/abs/2409.19937,"Image generation models have encountered challenges related to scalability and quadraticcomplexity, primarily due to the reliance on Transformer-based backbones. In this study, we …",,,,,,,
Security and privacy challenges of large language models: A survey,"BC Das, MH Amini,Y Wu- ACM Computing Surveys, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3712001?casa_token=hzbYoUhMipIAAAAA:Y3eGrRRm-EqgyD4AI3BUXZixE87IQ7vWQeBj6Akkg-fBBHAQNk6jjNllX7-U8WLL2CQpCGtgBIT0OIo&casa_token=sDoDGuYMhEsAAAAA:vQKZBeBZnjOwQJneW3UR1vBHXPMjn3Wc08WuMfj19-81Vhm2p1cSTZX1UUo1ZYIGfBNcr0PzxlyGIvw,… The potential results of erroneous treatment or medication recommendations by LLMs areconcerning. The probabilistic nature of LLMs introduces variability in response to the same …,,,,,,,
Coherent Spectral Feature Extraction Using Symmetric Autoencoders,"A Bhattacharjee,P Bharadwaj- IEEE Journal of Selected …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10852302/,"Hyperspectral data acquired through remote sensing are invaluable for environmental andresource studies. While rich in spectral information, various complexities such as …",,,,,,,
Know inAdVance:Linear-Complexity Forecasting of Ad Campaign Performance with Evolving User Interest,"X Wang, Y Guo, H Sheng, P Lv, C Zhou… - Proceedings of the 30th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3637528.3671528?casa_token=YqSldoFwtIcAAAAA:8kRzFIBQQLbQvm-7dcIx5bCo0XG8p1g0k_pWihkO6t5zGay-AV3z3fi_k7wQ1afhLb8XsMN_bHXczjI,"Real-time Bidding (RTB) advertisers wish to know in advance the expected cost and yield ofad campaigns to avoid trial-and-error expenses. However, Campaign Performance …",,,,,,,
Flood-DamageSense: Multimodal Mamba with Multitask Learning for Building Flood Damage Assessment using SAR Remote Sensing Imagery,"YH Ho,A Mostafavi- arXiv preprint arXiv:2506.06667, 2025 - arxiv.org",https://arxiv.org/abs/2506.06667,"… Any opinions, findings, conclusions, or recommendations expressed in this research arethose of the authors and do not necessarily reflect the view of the funding agencies. …",,,,,,,
Weight-Space Linear Recurrent Neural Networks,"RD Nzoyem, N Keshtmand, I Tsayem… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2506.01153,"We introduce WARP (Weight-space Adaptive Recurrent Prediction), a simple yet powerfulframework that unifies weight-space learning with linear recurrence to redefine sequence …",,,,,,,
Towards an Efficient and Accurate Speech Enhancement by a Comprehensive Ablation Study,LA Azcutia- 2024 - oa.upm.es,https://oa.upm.es/83436/1/TFM_LIDIA_ABAD_AZCUTIA.pdf,"Speech enhancement tasks are methods that improve the quality and intelligibility of noisyaudio signals. To that end, speech enhancement models are trained to distinguish between …",,,,,,,
SST: Multi-Scale Hybrid Mamba-Transformer Experts for Long-Short Range Time Series Forecasting,"X Xu,C Chen,Y Liang,B Huang, G Bai,L Zhao… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2404.14757,"Despite significant progress in time series forecasting, existing forecasters often overlookthe heterogeneity between long-range and short-range time series, leading to performance …",,,,,,,
MRConv: reparameterized multi-resolution convolutions for long sequence modelling,"HJ Cunningham,G Giannone, M Zhang… - Proceedings of the 38th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.5555/3737916.3738768,"Global convolutions have shown increasing promise as powerful general-purpose sequencemodels. However, training long convolutions is challenging, and kernel parameterizations …",Related articles,,,,,,
Deep Linear Hawkes Processes,"Y Chang,A Boyd,C Xiao, T Kass-Hout,P Bhatia… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2412.19634,"Marked temporal point processes (MTPPs) are used to model sequences of different typesof events with irregular arrival times, with broad applications ranging from healthcare and …",,,,,,,
Species-conserved mechanisms of abstract rule learning promote cognitive flexibility in complex environments,"F Bähner,T Popov, N Boehme, S Hermann, T Merten… - bioRxiv, 2022 - biorxiv.org",https://www.biorxiv.org/content/10.1101/2022.11.14.516439.abstract,… included all sessions with ≥10 simultaneously recorded neurons and at least two differentstrategy types with ≥15 trials each (these numbers were based on toolbox recommendations …,,,,,,,
Sentient: Multi-Scenario Behavioral Intent Analysis for Advanced Persistent Threat Detection,"W Yan, N An, W Qiao,W Wu,B Jiang, Y Liu… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.06521,"… Shadewatcher: Recommendationguided cyber threat analysis using system audit records.In 2022 IEEE Symposium on Security and Privacy (SP), pages 489–506. IEEE, 2022. …",,,,,,,
Deep Learning for Wildfire Risk Prediction: Integrating Remote Sensing and Environmental Data,"Z Xu,J Li,S Cheng,X Rui,Y Zhao, H He… - arXiv preprint arXiv …, 2024 - researchgate.net",https://www.researchgate.net/profile/Sibo-Cheng/publication/384333003_Wildfire_Risk_Prediction_A_Review/links/67fa310cdf0e3f544f40efd7/Wildfire-Risk-Prediction-A-Review.pdf,"Wildfires pose significant threats to ecosystems, wildlife, and human populations, leading tohabitat destruction, pollutant emissions, and biodiversity loss. Accurate wildfire risk …",,,,,,,
A Survey of Quantized Graph Representation Learning: Connecting Graph Structures with Large Language Models,"Q Lin,Z Peng,K Shi,K He,Y Xu,E Cambria… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.00681,"Recent years have witnessed rapid advances in graph representation learning, with thecontinuous embedding approach emerging as the dominant paradigm. However, such methods …",,,,,,,
Light Field Super-Resolution via Dual-Domain High-Frequency Restoration and State-Space Fusion,"Z Zhang,T Yan, H Huang, J Liu, C Wang, C Wei - Electronics, 2025 - mdpi.com",https://www.mdpi.com/2079-9292/14/9/1747,The current light field super-resolution methods mainly face the following challenges: difficultyin handling redundant information in light fields; heavy reliance on the spatial domain to …,,,,,,,
Unified cross-domain refinement network for camouflaged object detection,"Q Wang, N Li, J Xie, W Liu, X Wang, Z Mai - The Visual Computer, 2025 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s00371-025-03959-w&casa_token=3fghQYSHJbMAAAAA:OPs5SaFdxEz_NPG2ONLVLKdtf-jQlH_dARyPb6STHjk1bK7Dj9Qzo9yna5cudHQUxjnSXftfut-U1v48APg,"Camouflaged object detection (COD) is a challenging task in computer vision, aiming tosegment objects that seamlessly blend into their backgrounds. In the spatial domain, pixel-level …",,,,,,,
Mamba fusion: Learning actions through questioning,"Z Dong,A Beedu, J Sheinkopf,I Essa- arXiv preprint arXiv:2409.11513, 2024 - arxiv.org",https://arxiv.org/abs/2409.11513,Video Language Models (VLMs) are crucial for generalizing across diverse tasks and usinglanguage cues to enhance learning. While transformer-based architectures have been the …,,,,,,,
3DET-mamba: state space model for end-to-end 3D object detection,"M Li, J Yuan,S Chen, L Zhang,A Zhu, X Chen… - Proceedings of the 38th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.5555/3737916.3739413,"Transformer-based architectures have been proven successful in detecting 3D objects frompoint clouds. However, the quadratic complexity of the attention mechanism struggles to …",Related articles,,,,,,
