Title,Authors,Link,Abstract,Citations
Temporal Test-Time Adaptation with State-Space Models,"M Schirmer,D Zhang,E Nalisnick- arXiv preprint arXiv:2407.12492, 2024 - arxiv.org",https://arxiv.org/abs/2407.12492,"… To address this, we propose STAD, a probabilistic state-space model that adapts a deployedmodel to temporal distribution shifts by learning the time-varying dynamics in the last set of …",
Parameter-coupled state space models based on quasi-Gaussian fuzzy approximation,"Y Wang, F Ma, X Tian, W Chen, Y Zhang, S Ge - Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-77731-w,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
Estimating mixed-effects state-space models via particle filters and theEMalgorithm,"F Hamdi,C Lellou- Journal of Statistical Computation and …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/00949655.2024.2337339?casa_token=sfdettJt4oUAAAAA:ISDc4FEJ_iumI34pVGJj_udWSJOSBOaRfk55-Vb-1Ntspwylgy6_LV3Sv5Swu9Jn9m0JKO32sCYMuNoj6g,"… State-Space (MESS) models previously introduced by Liu et al. [Liu D, Lu T, Niu XF, et al.Mixed-effects state-space … On the other hand, state space models remain a powerful tool for …",
[PDF][PDF]Offline reinforcement learning in large state spaces: Algorithms and guarantees,"N Jiang,T Xie- Statistical Science, 2024 - nanjiang.cs.illinois.edu",https://nanjiang.cs.illinois.edu/files/STS_Special_Issue_Offline_RL.pdf,"… In this article we will skip tabular RL and directly address large state spaces where tractablelearning often requires function approximation. Readers may find it surprising that, unlike …",
A reinforcement learning engine with reduced action and state space for scalable cyber-physical optimal response,"S Sun,KA Haque,X Huo,LA Homoud… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.04518,… RID module with reduced action and state spaces. The applicability of RL-… The complexityof the action and state spaces grows … of agents’ action and state spaces by integrating the RID …,
An Assessment of the Challenges in the Adoption of Agric-Tech in Kwazulu-Natal North Coast and Midlands,"SG Mamba, A Beharry-Ramraj - Gender and Behaviour, 2024 - journals.co.za",https://journals.co.za/doi/abs/10.10520/ejc-genbeh_v22_n1_a9,"… Based on this, the study recommend government intervention in the form of training programswhere people could be trained in agric-tech maintenance services and obtain certificates …",
Linear recurrent units for sequential recommendation,"Z Yue,Y Wang,Z He,H Zeng,J McAuley… - Proceedings of the 17th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3616855.3635760,"… (LRURec), which not only outperforms the recommendation … can achieve recommendationperformance comparable to vanilla … S4 [5] is based on fundamental state space models (SSM) …",
[HTML][HTML]Time varying M with starvation mortality in a state-space stock assessment model: part 2: atlantic cod (Gadus morhua) on the southern Grand Bank of …,"NG Cadigan,S Weerasekera,PM Regular… - Fisheries …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0165783624002388,"… However, the bounds we assume are only illustrative, and we recommend that better boundsshould be provided during the NAFO assessment process when more expertise about the …",
Fractional-order state space reconstruction: a new frontier in multivariate complex time series,"J Xie, G Xu, X Chen, X Zhang, R Chen, Z Yang… - Scientific Reports, 2024 - nature.com",https://www.nature.com/articles/s41598-024-68693-0,"… To obtain the best experience, we recommend you use a more up to date browser (or turnoff compatibility mode in Internet Explorer). In the meantime, to ensure continued support, we …",
Real-Time Distributed Charging Station Recommendation for Electric Vehicles: A Federated Meta-RL Approach,"Y Zhang,J Hu,G Min, J Gao… - IEEE Transactions on …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10876774/,"… its local recommendation policy based solely on its local state, where the state space of each… This decentralization significantly reduces the state space for each agent, enabling more …",
[PDF][PDF]Turning Pages with Reinforcement: A Markov Decision Process Approach to Book Recommendations,"O Spector, P Zhao - orispector.com",https://www.orispector.com/assets/papers/cs238_final_paper.pdf,… to build a movie recommendation system using the Netflix … The state space S represents thedifferent types of users in … the dimensionality of the state space by clustering users based on …,
Evaluating Time-Series Training Dataset through Lens of Spectrum in Deep State Space Models,"S Kanai,Y Ida,K Adachi, M Uchida, T Yoshida… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2408.16261,… We recommend using the K-spectral metric after the first epoch since the training datasetneeds to be evaluated as early as possible. Experiments show that the K-spectral metric at the …,
BrYOLO-Mamba: A Approach to Efficient Tracheal Lesion Detection in Bronchoscopy,"Y Cao, J Zhang, R Zhuo, J Zhao, Y Dong, T Liu… - IEEE …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10758630/,"… To address these issues, this study proposes the BrYOLO-Mamba model. The model adopts… Mamba architecture to enhance the detection of tracheal lesion areas. The BrYOLO-Mamba …",
[PDF][PDF]A Review on Reinforcement Learning based News Recommendation Systems and its challenges,"DSN Sindhuja Bangari, RKT Ladly Patel - academia.edu",https://www.academia.edu/download/110605473/1_ICAIS_Reco_Systems_March_2021_.pdf,… recommendation system and also mentioned the challenges faced by the reinforcementrecommendation … found that TD3 is best suited to develop the news recommendation system. …,
[HTML][HTML]Analytic discrete state-space model of LLC resonant converter,"EY Rezaii,A Carvalho- e-Prime-Advances in Electrical Engineering …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2772671124002055,"… Unlike conventional dc-dc converters, the average state-space theory could not be directlyused as an appropriate method to model the LLC converter in the vicinity of dc values of the …",
Multi-Agent Decision S4: Leveraging State Space Models for Offline Multi-Agent Reinforcement Learning,"A Bhattacharya,M Bal- Multi-Agent reinforcement Learning for … - openreview.net",https://openreview.net/forum?id=haXIrdvM57,"… We also explored Mamba as an alternative to LTI S4-based models. Mamba allows time-variant …Nonetheless, we recommend using a random order during training to avoid introducing …",
[PDF][PDF]Biogas Technology: A review of current practices and the potential for sustainable implementation in Eswatini,"AT Tiruneh,AF Murye, S Nxumalo, R Mamba… - researchgate.net",https://www.researchgate.net/profile/Ababu-Teklemariam-Tiruneh/publication/391840046_Biogas_Technology_A_review_of_current_practices_and_the_potential_for_sustainable_implementation_in_Eswatini/links/682924e1d1054b0207ef9cc3/Biogas-Technology-A-review-of-current-practices-and-the-potential-for-sustainable-implementation-in-Eswatini.pdf,"The use of biogas in Eswatini is encouraged by favorable climate and availability of organicwaste, which provides opportunity for renewable energy generation on site with associated …",
MFB: A 3D point cloud segmentation model based on Mamba,"X Wang, J Zhang, X Zhang, L Liu… - … on Computer, Vision …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10872599/,"… propose MFB (Mamba Fusion Block), which composes of two parts, one is similar to theprevious Mamba block, and the other is our integrated linear attention and Mamba-like Linear …",Cited by 1
"[HTML][HTML]Cybernetic states: Communication, control, and state-space in the advanced research projects agency","BJ Jefferson- Political Geography, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0962629824001094,… by ARPA-sponsored scientists and engineers alongside their academic publications andother papers to grasp how they conceived of and actively sought to transform state-space. The …,
[HTML][HTML]S5Utis: Structured State-Space Sequence SegNeXt UNet-like Tongue Image Segmentation in Traditional Chinese Medicine,"D Song, H Zhang,L Shi,H Xu,Y Xu- Sensors, 2024 - mdpi.com",https://www.mdpi.com/1424-8220/24/13/4046,"… We use convolutional attention and extend state space models to the 2D environment inthe encoder. Then, cross-layer connection fusion is used in the decoder part to fuse shallow …",
Multi-behavior Session-based Recommendation via Graph Reinforcement Learning,"S Qin, F Lin, L Xu, B Deng, S Li… - Asian Conference on …, 2024 - proceedings.mlr.press",https://proceedings.mlr.press/v222/qin24a.html,"… • State Space S: A continuous state space describing the state o the session. In the SBRtask, the session is considered to be the current state st at t time. This means that the …",
MEGADance: Mixture-of-Experts Architecture for Genre-Aware 3D Dance Generation,"K Yang,X Tang,Z Peng, Y Hu, J He, H Liu - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2505.17543,"… a Mamba-Transformer hybrid backbone for music-to-dance generation, combining Mamba’s… We recommend watching the supplementary video for more details. As shown in Fig. 4, the …",
Knowledge Graph-enhanced Hierarchical Reinforcement Learning for Interactive and Explainable Recommendation,"M Zhang, Y Li, S Li, Y Wang, J Yan - IEEE Access, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10684710/,"… recommender systems (IRSs) model the recommendation process as a dynamic and multi-stepone, and aim to recommend … ah) in high-level state space Sh is defined as the probability …",
Rethinking Offline Reinforcement Learning for Sequential Recommendation from A Pair-Wise Q-Learning Perspective,"R Yang, L Yu, Z Li,S Li,L Wu- 2024 International Joint …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10650400/,"… The detailed formulations (eg, state space and action space) for such an MDP are listed asfollows. • State space S: a continuous state space that describes the user state. We use the …",Related articles
Research on library resource optimization algorithm based on reinforcement learning,"S Zhang, Y Yang - 2024 International Conference on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10835035/,"… , we incorporate this information into the constructed state space, define the action spaceincluding inventory adjustment, book recommendation, and design a reward mechanism that …",Related articles
"The Benefits of Hierarchical Ecosystem Models: Demonstration Using EcoState, a New State‐Space Mass‐Balance Model","JT Thorson,K Kristensen, KY Aydin… - Fish and …, 2025 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1111/faf.12874,"… Finally, we recommend that hierarchical models (whether in stock assessment or ecosystemmodels) are used to attribute process errors to additional oceanographic, ecological, and …",
Balancing therapeutic effect and safety in ventilator parameter recommendation: An offline reinforcement learning approach,"B Zhang,X Qiu,X Tan- Engineering Applications of Artificial Intelligence, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0952197623019681,"Reinforcement learning (RL) is increasingly applied in recommending ventilator parameters,yet existing methods prioritize therapeutic effect over patient safety. This leads to excessive …",Cited by 2
Model predictive inferential control of neural state-space models for autonomous vehicle motion planning,"I Askari,A Vaziri,X Tu,S Zeng… - IEEE Transactions on …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10981628/,"… Second, while conventional state-space models are the focus in [46], what we attempt to deal… However, we still recommend to include resampling in case particle degeneracy appears. …",
[HTML][HTML]Repulsive Markovian models for opinion dynamics,"CJ Heiker,E Gaetan,L Giarré,P Falcone- Systems & Control Letters, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0167691124000082,"… Moreover, we show that a condition for significantly reducing the state-space dimensionthrough … Finally, we recommend which disagreement model to use based on the results of our …",
Team stress: Grasping physiological stress dynamics in small teams through state space grids.,"S Sassenus,P Van den Bossche… - International Journal of …, 2024 - psycnet.apa.org",https://psycnet.apa.org/record/2024-83454-001,"… For researchers who want to apply the SSG in their works, we recommend Hollenstein (2013)for further reading. Although the present study did not set out to elaborate and display all …",Cited by 1
Explainability of Digital Wallets' Fraud Detection Algorithms: Comparative Analysis of SHAP and Permutation Feature Importance,"S Mamba, FRK Djomou, OO Awe - … Methods: Case Studies from LISA 2020 …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-72215-8_27,"… For future works, we recommend the use of federated learning for model training. This isbecause fraud detection datasets are not easy to get hold of due to the sensitivity of the data …",Related articles
Reinforced prompt personalization for recommendation with large language models,"W Mao,J Wu,W Chen,C Gao,X Wang… - ACM Transactions on …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3716320?casa_token=G4PEcRbFpG0AAAAA:dEbnkFvobEaACmAAQJVNJc7lypsQIfH_hdUKVdLKZ-xqDUlLpRSQ3GjHXFNvQMuSg2cKOaqr2f7qzw,… 3.3 State Space The state space provides key observations for informing the agent’sactions. An effective state should include sufficient information about the current environment. …,
PDQN: User Preference-Based Charging Station Recommendation,"H Lin, X Li,Y Cao,H Labiod… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10555418/,"… This paper works on charging station (CS) recommendation to improve the … recommendationfrom operation system, and this thereby degrades the performance of CS recommendation …",Cited by 4
nnu-net revisited: A call for rigorous validation in 3d medical image segmentation,"F Isensee,T Wald,C Ulrich,M Baumgartner… - … Conference on Medical …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-72114-4_47,"… Mamba-based: We test the recently proposed U-Mamba model [26] employing Mamba-layerseither in the U-Net encoder (“U-Mamba Enc”), or exclusively in the bottleneck (“U-Mamba …",
The introduction of video-enabled directly observed therapy (video-DOT) for patients with drug-resistant TB disease in Eswatini amid the COVID-19 pandemic–a …,"…,T Dlamini, S Ngwenya, C Danbakli, B Mamba… - BMC Health Services …, 2024 - Springer",https://link.springer.com/article/10.1186/s12913-024-11151-4,"… Notably, WHO made the conditional recommendation that video-enabled DOT (video-DOT)may replace in-person DOT if digital health technologies are available and can be safely …",
Deep Reinforcement Learning for Boosting Individual and Aggregate Diversity in Product Recommendation Systems,"J Yu, S Lyu, P Chen - Proceeding of the 2024 5th International …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3708036.3708043?casa_token=S1tLNqCWFRIAAAAA:VAX-2r0pegKPkNIZr3C-wfLX77f3Bx33wujtYTcUwkGj6Ykm4Ng_GESdYE3Sq-sMz9nHFCI3sHC5BA&casa_token=Dkwg8RIS7L0AAAAA:d8aArd9PEyTZaNch6JEVRCi0Bv2gfwF_H51wWe85OObbQLGb7HfcYKH2u6iaa9EY5uuImAG1u4Mkng,"… We outline the MDP’s Markov process as follows: State space: a state st encapsulates theembedding of a handler’s new positive interactions prior to the time step t, alongside the user’s …",
MCMC aided Bayesian period-height formulation for RC buildings with solid brick infills using system identification,"D Gautam,R Adhikari, R Baruwal,D Thapa,L Bhatt… - Engineering …, 2025 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0141029624016663,"… Although building codes recommend empirical formulas to estimate the fundamental …In the first phase, blind system identification is performed using state space method to obtain …",Cited by 3
Rigidity and nonexistence of complete spacelike hypersurfaces in the steady state space,"WFC Barboza, HF de Lima, MAL Velásquez - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2501.11614,"… 1 which is known as the steady state space Hn+1. In this setting, … : 〈p, a〉 > 0} is the so-calledsteady state space. The importance … For more details, we recommend for the readers to see …",
Recommendation-Enabled Edge Caching and D2D Offloading via Incentive-Driven Deep Reinforcement Learning,"T Wu,D Yu,C Liu,D Wang… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10439661/,"… state space, action space and reward are introduced as follows: State space ˆSh: Let ˆShdenote the state space … Then, the state space of rating prediction can be expressed as follows: …",
Large Language Model driven Policy Exploration for Recommender Systems,"J Wang,A Karatzoglou,I Arapakis… - Proceedings of the …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3701551.3703496,"… To provide immediate feedback and update online recommendation policies, we need tobuild RL environments. Due to the inaccessibility and high cost of real recommendation …",
Multi-Preview Recommendation via Reinforcement Learning,"Y Xu, KT Lai, P Xiong, Z Wu - … 18th ACM Conference on Recommender …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3640457.3691698?casa_token=de8eDK9AwSsAAAAA:qk71DFYs8SzBXNzKqkqU4QX4QD9RR692KIwBM6oCS2-RlP8y0ynl2asCJ6MTIWgdNBhpvtI8pirG2A,"… We define a policy 𝜋 : S → A as a mapping from the state space to the action space, whichsuggests the duration time for each user based on specific information 𝑠. Since multiple …",
[PDF][PDF]Genderbased violence committed by women against men in the Kingdom of Eswatini,"P Mpofu, LG Mamba - wiredspace.wits.ac.za",https://wiredspace.wits.ac.za/bitstreams/f03cec89-cf89-4fdc-afad-31293f4bcab3/download,"This study explored the experiences of Eswatini men who face intimate partner violenceperpetrated by women. Using a qualitative approach with semi-structured interviews, the …",
Efficient Directed Controller Synthesis Using Action Priority,"H Takeuchi, T Hirano, T Yamauchi… - 2024 IEEE International …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10773937/,"… A significant challenge arises from the fact that the state space… to mitigate the expansivestate space issue. However, DCS … Then, if there is an action present in the Recommendation …",Related articles
A Metric on the Polycrystalline Microstructure State Space,"D Miley, E Suwandi,B Schweinhart… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2410.18981,… This purpose of this paper is to evaluate whether the concept of a microstructure state space… defined on the proposed microstructure state space by comparing probability distributions of …,
Event USKT: U-State Space Model in Knowledge Transfer for Event Cameras,"Y Lin,J Zhang,S Li, J Xiao,D Xu, W Wu… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2411.15276,"… tailored U-shaped State Space Model Knowledge Transfer … state space model. Unlikeconventional bidirectional scanning mechanisms, the proposed Bidirectional Reverse State Space …",
Understanding customer loyalty-aware recommender systems in E-commerce: an analytical perspective,"R Esmeli,AS Can, A Awad,M Bader-El-Den- Electronic Commerce …, 2025 - Springer",https://link.springer.com/article/10.1007/s10660-025-09954-6,"… process modeling, addressing challenges in current process recommendation methods,such as inefficiency due to state-space explosions and costly computations. The system utilizes …",
The implications of state aggregation in deteriorating Markov Decision Processes with optimal threshold policies,"M Pollack,LN Steimle- arXiv preprint arXiv:2405.12912, 2024 - arxiv.org",https://arxiv.org/abs/2405.12912,"… state space is ordered from the least desirable states to the most desirable states. In thispaper, our state spaces … the frequency of the intervention recommendation in each state across …",
Efficient Pointwise-Pairwise Learning-to-Rank for News Recommendation,"N Kannen,Y Ma,GJJ van den Burg… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2409.17711,… state space encompassing all permutations of the ranking results. We define an initial probabilitydistribution over the state space … probability kernel over the state space. By Theorem 3.1 …,
Spatializing social reproduction theory: integrating state space and the urban fabric,"W Conroy - Review of inteRnational Political economy, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/09692290.2023.2269415?casa_token=rOif8DWTe2gAAAAA:DBgSUjHuX-1ouvgYZqNLiOvpr9MDZABZxz0bzeHhFbW1yCU3Bv8uaoxYkzfO0wnMGjJuYBA8h7w_bera7g,… and the emergent neo-Lefebvrian literature on state space and the multiscalar geographiesof … lists articles that we recommend and is powered by our AI driven recommendation engine. …,
[PDF][PDF]Adaptive Recommendation System Strategies: An Exploration of Online Machine Learning Algorithms,F Lu - scitepress.org,https://www.scitepress.org/Papers/2024/129492/129492.pdf,"This paper investigates the application of online machine learning algorithms in adaptiverecommendation systems, focusing on the integration of reinforcement learning and multi-…",
State-space perturbation analytical solution for the dynamics of launch-vehicle boost phase,"Z Deng, L Liu - Journal of Aerospace Engineering, 2024 - ascelibrary.org",https://ascelibrary.org/doi/abs/10.1061/JAEEEZ.ASENG-5523,"… In this paper, state-space perturbation theory is applied to the trajectory prediction of theLVBP model, and a generalized framework for perturbation expansion is provided. Under a set …",Cited by 2
Upgrading the GRAVITY fringe tracker for GRAVITY+-Tracking the white-light fringe in the non-observable optical path length state-space,"M Nowak, S Lacour, R Abuter, J Woillez… - Astronomy & …, 2024 - aanda.org",https://www.aanda.org/articles/aa/abs/2024/04/aa48771-23/aa48771-23.html,… optical path length state-space using a covariance-weighted Kalman filter and an auto-regressivemodel of the disturbance. We outline this new state-space representation and the …,
Combine temporal information in session-based recommendation with graph neural networks,"Q Chen, F Jiang, X Guo, J Chen, K Sha… - Expert Systems with …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417423024715,"… to poor recommendation performance. To improve the accuracy of session recommendation(SR… , boost item exposure, and increase recommendation diversity. The experimental results …",Cited by 22
Hybrid session-aware recommendation with feature-based models,"J Bauer,D Jannach- User Modeling and User-Adapted Interaction, 2024 - Springer",https://link.springer.com/article/10.1007/s11257-023-09379-6,"… Regarding the used side information, the approach is primarily focused on topic (category)detection, which is then used for recommendation. Since the state space can become very big…",
[PDF][PDF]Wearable sensors-based human locomotion and indoor localization with smartphone,"M Rafiq, A Jalal - ICET24, 2024 - researchgate.net",https://www.researchgate.net/profile/Ahmad-Jalal-9/publication/385074366_Wearable_Sensors-based_Human_Locomotion_And_Indoor_Localization_with_Smartphone/links/6713d7e1069cb92a811d00b2/Wearable-Sensors-based-Human-Locomotion-And-Indoor-Localization-with-Smartphone.pdf,"… The recommendation is a method based around wearables and smartphone data from IoTto … of the state space embedded vectors, we calculated the state space correlation entropy (…",
Federated distributed deep reinforcement learning for recommendation-enabled edge caching,"H Zhou, H Wang,Z Yu,G Bin,M Xiao… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10609540/,"… To tackle this challenge, this paper investigates a content recommendation-based edge …architecture combined with a content recommendation system and formulate the optimization …",Cited by 17
User Response Modeling in Reinforcement Learning for Ads Allocation,"Z Zhang,Q Zhang, X Wu, X Shi,G Liao… - … Proceedings of the …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3589335.3648310,… recommender agents with large state space (huge item corpus). Different user responsemodeling approaches have been proposed for the RL recommender … RL recommender agent to …,
Artificial Intelligence and Blockchain Technology Drive Leadership Decision-Making Research Group Recommendation Algorithm,"C Chen, Y Liu, X Wang, Y Xia - International Journal of …, 2024 - World Scientific",https://www.worldscientific.com/doi/abs/10.1142/S1469026824410013,"… recommendation is thus one of the research focuses in recent years. Prior group recommendation… , this paper proposes a group recommendation model based on members’ influence …",Related articles
[HTML][HTML]Multi-dimensional fusion attention mechanism with vim-like structure for mobile network design,"J Shi,R Zhou,P Ren, Z Long - Applied Sciences, 2024 - mdpi.com",https://www.mdpi.com/2076-3417/14/15/6670,"… Mamba [17] in language modeling and Visual Mamba [22] in visual modeling, we propose alightweight attention module inspired by Vision Mamba’… Weihao’s recommendation, we have …",
Missing Data Substitution for Enhanced Robust Filtering and Forecasting in Linear State-Space Models,"D Dobrev, P Szerszen - 2025 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5094783,"… Therefore, as a more practical approach we recommend fixing the number of observationsat [βt], where [x] is the nearest integer to x. This leads to the following distribution for Ct: …",
Continuous-time state-space methods for delta-O-18 and delta-C-13,"M Bennedsen,E Hillebrand,SJ Koopman… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2404.05401,"… In this paper, we propose a continuous-time state-space framework to analyze the timeseries. State space models are uniquely suited for this purpose, since they can accommodate all …",
Recent Developments in Titania–Carbon Nanotube Nanohybrids: Towards Enhanced Photocatalytic Efficiency,"…,NN Gumbi,AT Kuvarega,BB Mamba… - … for Energy and Water …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-55329-5_11,The water treatment industry is facing unprecedented challenges with emerging contaminantsof concerns especially those emanating from textile industries. These contaminants …,Cited by 1
"Advancements in Modern Recommender Systems: Industrial Applications in Social Media, E-commerce, Entertainment, and Beyond","KJ Sankalp, SN BV, CCS Balne,VK Sunkara… - 2024 - hal.science",https://hal.science/hal-04711099/,"… a novel sequential recommendation model that combines the strengths of Mamba and Trans…While Transformers struggle with long sequences due to quadratic complexity, and Mamba …",
CIPPO: Contrastive Imitation Proximal Policy Optimization for Recommendation Based on Reinforcement Learning,"W Chen, S Zhang,R Xie,F Xia, L Lin… - … on Knowledge and …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10534824/,"… This adaptation is tailored to a neural candidate generator, a top-K recommender system—designedto operate amidst exceedingly vast action and state spaces. Moreover, the work of [3…",Related articles
Towards agentic recommender systems in the era of multimodal large language models,"C Huang,J Wu,Y Xia,Z Yu,R Wang, T Yu… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.16734,… (4) where 𝑓 : 𝑈 × 𝐸 → S maps users and contexts to a state space S. for each user-agent …recommender systems powered by multimodal LLMs? RQ6: How can agentic recommender …,
1–2–3–Go! Policy Synthesis for Parameterized Markov Decision Processes via Decision-Tree Learning and Generalization,"M Azeem,D Chakraborty,S Kanav,J Křetínský… - … on Verification, Model …, 2025 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-82703-7_5,"… state-space exploration of large models, providing a practical solution to the state-space …would still partition the state space of the larger MDP instances and still recommend actions …",
A state-space model-based temperature control system for laser remanufacturing molten pool,"GZ Yang, TM Liu, BX Song, XY Jiang… - … Journal of Computer …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/0951192X.2023.2228276?casa_token=O_uFQQwDVo0AAAAA:s6MGVO9kuf_Dvfw--H0UZ4-HLZAadex0oY209Us00FI3HG-wr-pWXVrGMXT2H7D1NqQV0lhhWCtOu-NwzQ,"… remanufacturing molten pool temperature based on state space model, which solves theproblem … of laser remanufacturing process based on state space model and incremental integral …",
[CITATION][C]A State-Space Estimation and Control of Power System Oscillations,WA Khan - 2025 - School of Electrical Engineering and …,,,Related articles
Optimizing Novelty of Top-k Recommendations using Large Language Models and Reinforcement Learning,"A Sharma, H Li,X Li,J Jiao- Proceedings of the 30th ACM SIGKDD …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3637528.3671618,… -wise rewards and reformulate the state space to consist of ⟨… novelty for a query-adrecommendation task on a large-scale … RL algorithms from scratch for recommendation systems …,
[HTML][HTML]Faster inference from state space models via GPU computing,"C Fagard-Jenkin,L Thomas- Ecological Informatics, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1574954124000281,"… state space model for the population dynamics of UK grey seals—so far as we are aware,this is the first ecological application of GPU computing to state space … introduce state space …",
ROLeR: Effective Reward Shaping in Offline Reinforcement Learning for Recommender Systems,"Y Zhang,R Qiu,J Liu,S Wang- Proceedings of the 33rd ACM …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3627673.3679633,… Most existing offline RL recommender systems focus on … the recommendation policy byinteracting with this model. Although these methods have made progress in the recommendation …,
Scaling representation learning from ubiquitous ecg with state-space models,"K Avramidis,D Kunc,B Perz,K Adsul… - IEEE Journal of …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10574308/,"… We introduce WildECG, a pre-trained state-space model for representation learning fromECG signals. We train this model in a self-supervised manner with 275000 10 s ECG …",
"[CITATION][C]IMPLEMENTATION OF EXTRACT, TRANSFORM, LOAD (ETL) ON UNIVERSITY DATABASE USING STATE-SPACE PROBLEM","R Dharayani, KA Laksitowening, AP Yanuarfiani - TEKTRIKA-Jurnal Penelitian dan …, 2024",,,Related articles
Re2llm: Reflective reinforcement large language model for session-based recommendation,"Z Wang,Y Du,Z Sun, H Chua,K Feng… - Proceedings of the …, 2025 - ojs.aaai.org",https://ojs.aaai.org/index.php/AAAI/article/view/33399,"… Then, we measure the improvement (ie, reward) of recommendation results owing to the …between general LLMs and specific recommendation tasks without costly supervised fine-…",
City Bus Reliability Measurement Based on Sparse Field Data Supported by Selected State Space Models,"D Vališ, K Hasilová, Z Vintr… - Transportation Research …, 2024 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/03611981241263563?casa_token=ss_duOtsuQgAAAAA:CxZYMvMVrH4UzYIe9Elv7gXIlgFLpl1x5a34NluNbH9DL4Q-Xl-NAvOV04tRvW_JwdAnI_FViZSywQ,"… For the study and subsequent prediction, we used approaches based on state spacemodels. Specifically, we worked with a linear trend model and a periodic component model. For …",
AURO: Reinforcement learning for adaptive user retention optimization in recommender systems,"Z Xue,Q Cai,B Yang,L Hu,P Jiang,K Gai… - Proceedings of the ACM …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3696410.3714956,"… make the recommendation environment nonstationary. To model the recommendation taskin … In the HiP-MDP, S is the continuous state space. A is the 𝑘-dimensional continuous action …",
