published,Title,Survey 대상인가,요약,특이사항,Code,arxiv_abstract,Authors,Link,Citations
,Hybrid session-aware recommendation with feature-based models,Non-Mamba,,Classic RecSys,,,"J Bauer,D Jannach- User Modeling and User-Adapted Interaction, 2024 - Springer",https://link.springer.com/article/10.1007/s11257-023-09379-6,
,Wearable sensors-based human locomotion and indoor localization with smartphone,Completely Irrelevant,,,,,"M Rafiq, A Jalal - ICET24, 2024 - researchgate.net",https://www.researchgate.net/profile/Ahmad-Jalal-9/publication/385074366_Wearable_Sensors-based_Human_Locomotion_And_Indoor_Localization_with_Smartphone/links/6713d7e1069cb92a811d00b2/Wearable-Sensors-based-Human-Locomotion-And-Indoor-Localization-with-Smartphone.pdf,
,Federated distributed deep reinforcement learning for recommendation-enabled edge caching,Completely Irrelevant,,Federated RL,,,"H Zhou, H Wang,Z Yu,G Bin,M Xiao… - IEEE Transactions on …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10609540/,Cited by 17
,User Response Modeling in Reinforcement Learning for Ads Allocation,Completely Irrelevant,,RL,,,"Z Zhang,Q Zhang, X Wu, X Shi,G Liao… - … Proceedings of the …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3589335.3648310,
,Artificial Intelligence and Blockchain Technology Drive Leadership Decision-Making Research Group Recommendation Algorithm,Completely Irrelevant,,,,,"C Chen, Y Liu, X Wang, Y Xia - International Journal of …, 2024 - World Scientific",https://www.worldscientific.com/doi/abs/10.1142/S1469026824410013,Related articles
,Multi-dimensional fusion attention mechanism with vim-like structure for mobile network design,Concrete-Non-RecSys,,Mamba + Vision,,,"J Shi,R Zhou,P Ren, Z Long - Applied Sciences, 2024 - mdpi.com",https://www.mdpi.com/2076-3417/14/15/6670,
,Missing Data Substitution for Enhanced Robust Filtering and Forecasting in Linear State-Space Models,Non-Mamba,,SSM,,,"D Dobrev, P Szerszen - 2025 - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5094783,
2024년 4월 8일 오후 7:00 (GMT+8),Continuous-time state-space methods for delta-O-18 and delta-C-13,Completely Irrelevant,,,,"Time series analysis of delta-O-18 and delta-C-13 measurements from benthic
foraminifera for purposes of paleoclimatology is challenging. The time series
reach back tens of millions of years, they are relatively sparse in the early
record and relatively dense in the later, the time stamps of the observations
are not evenly spaced, and there are instances of multiple different
observations at the same time stamp. The time series appear non-stationary over
most of the historical record with clearly visible temporary trends of varying
directions. In this paper, we propose a continuous-time state-space framework
to analyze the time series. State space models are uniquely suited for this
purpose, since they can accommodate all the challenging features mentioned
above. We specify univariate models and joint bivariate models for the two time
series of delta-O-18 and delta-C-13. The models are estimated using maximum
likelihood by way of the Kalman filter recursions. The suite of models we
consider has an interpretation as an application of the Butterworth filter. We
propose model specifications that take the origin of the data from different
studies into account and that allow for a partition of the total period into
sub-periods reflecting different climate states. The models can be used, for
example, to impute evenly time-stamped values by way of Kalman filtering. They
can also be used, in future work, to analyze the relation to proxies for CO2
concentrations.","M Bennedsen,E Hillebrand,SJ Koopman… - arXiv preprint arXiv …, 2024 - arxiv.org",https://arxiv.org/abs/2404.05401,
,Recent Developments in Titania–Carbon Nanotube Nanohybrids: Towards Enhanced Photocatalytic Efficiency,Completely Irrelevant,,,,,"…,NN Gumbi,AT Kuvarega,BB Mamba… - … for Energy and Water …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-55329-5_11,Cited by 1
,"Advancements in Modern Recommender Systems: Industrial Applications in Social Media, E-commerce, Entertainment, and Beyond",Non-Mamba,,RecSys (Survey),,,"KJ Sankalp, SN BV, CCS Balne,VK Sunkara… - 2024 - hal.science",https://hal.science/hal-04711099/,
,CIPPO: Contrastive Imitation Proximal Policy Optimization for Recommendation Based on Reinforcement Learning,Non-Mamba,,Recsys + RL,,,"W Chen, S Zhang,R Xie,F Xia, L Lin… - … on Knowledge and …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10534824/,Related articles
2025년 3월 21일 오전 6:37 (GMT+8),Towards agentic recommender systems in the era of multimodal large language models,Non-Mamba,,RecSys + LLM (Survey),,"Recent breakthroughs in Large Language Models (LLMs) have led to the
emergence of agentic AI systems that extend beyond the capabilities of
standalone models. By empowering LLMs to perceive external environments,
integrate multimodal information, and interact with various tools, these
agentic systems exhibit greater autonomy and adaptability across complex tasks.
This evolution brings new opportunities to recommender systems (RS): LLM-based
Agentic RS (LLM-ARS) can offer more interactive, context-aware, and proactive
recommendations, potentially reshaping the user experience and broadening the
application scope of RS. Despite promising early results, fundamental
challenges remain, including how to effectively incorporate external knowledge,
balance autonomy with controllability, and evaluate performance in dynamic,
multimodal settings. In this perspective paper, we first present a systematic
analysis of LLM-ARS: (1) clarifying core concepts and architectures; (2)
highlighting how agentic capabilities -- such as planning, memory, and
multimodal reasoning -- can enhance recommendation quality; and (3) outlining
key research questions in areas such as safety, efficiency, and lifelong
personalization. We also discuss open problems and future directions, arguing
that LLM-ARS will drive the next wave of RS innovation. Ultimately, we foresee
a paradigm shift toward intelligent, autonomous, and collaborative
recommendation experiences that more closely align with users' evolving needs
and complex decision-making processes.","C Huang,J Wu,Y Xia,Z Yu,R Wang, T Yu… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.16734,
,1–2–3–Go! Policy Synthesis for Parameterized Markov Decision Processes via Decision-Tree Learning and Generalization,Completely Irrelevant,,RL,,,"M Azeem,D Chakraborty,S Kanav,J Křetínský… - … on Verification, Model …, 2025 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-82703-7_5,
,A state-space model-based temperature control system for laser remanufacturing molten pool,Completely Irrelevant,,,,,"GZ Yang, TM Liu, BX Song, XY Jiang… - … Journal of Computer …, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/0951192X.2023.2228276?casa_token=O_uFQQwDVo0AAAAA:s6MGVO9kuf_Dvfw--H0UZ4-HLZAadex0oY209Us00FI3HG-wr-pWXVrGMXT2H7D1NqQV0lhhWCtOu-NwzQ,
,A State-Space Estimation and Control of Power System Oscillations,Completely Irrelevant,,,,,WA Khan - 2025 - School of Electrical Engineering and …,,Related articles
,Optimizing Novelty of Top-k Recommendations using Large Language Models and Reinforcement Learning,Non-Mamba,,RecSys + RL + LLM,,,"A Sharma, H Li,X Li,J Jiao- Proceedings of the 30th ACM SIGKDD …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3637528.3671618,
,Faster inference from state space models via GPU computing,Completely Irrelevant,,,,,"C Fagard-Jenkin,L Thomas- Ecological Informatics, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S1574954124000281,
,ROLeR: Effective Reward Shaping in Offline Reinforcement Learning for Recommender Systems,Completely Irrelevant,,RecSys + RL,,,"Y Zhang,R Qiu,J Liu,S Wang- Proceedings of the 33rd ACM …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3627673.3679633,
,Scaling representation learning from ubiquitous ecg with state-space models,Completely Irrelevant,,,,,"K Avramidis,D Kunc,B Perz,K Adsul… - IEEE Journal of …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10574308/,
,"IMPLEMENTATION OF EXTRACT, TRANSFORM, LOAD (ETL) ON UNIVERSITY DATABASE USING STATE-SPACE PROBLEM",Completely Irrelevant,,,,,"R Dharayani, KA Laksitowening, AP Yanuarfiani - TEKTRIKA-Jurnal Penelitian dan …, 2024",,Related articles
,Re2llm: Reflective reinforcement large language model for session-based recommendation,Non-Mamba,,RecSys + RL + LLM,,,"Z Wang,Y Du,Z Sun, H Chua,K Feng… - Proceedings of the …, 2025 - ojs.aaai.org",https://ojs.aaai.org/index.php/AAAI/article/view/33399,
,City Bus Reliability Measurement Based on Sparse Field Data Supported by Selected State Space Models,Completely Irrelevant,,,,,"D Vališ, K Hasilová, Z Vintr… - Transportation Research …, 2024 - journals.sagepub.com",https://journals.sagepub.com/doi/abs/10.1177/03611981241263563?casa_token=ss_duOtsuQgAAAAA:CxZYMvMVrH4UzYIe9Elv7gXIlgFLpl1x5a34NluNbH9DL4Q-Xl-NAvOV04tRvW_JwdAnI_FViZSywQ,
,AURO: Reinforcement learning for adaptive user retention optimization in recommender systems,Non-Mamba,,RecSys + RL,,,"Z Xue,Q Cai,B Yang,L Hu,P Jiang,K Gai… - Proceedings of the ACM …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3696410.3714956,
,An Autonomous Vehicle Behavior Decision Method Based on Deep Reinforcement Learning with Hybrid State Space and Driving Risk,Completely Irrelevant,,RL,,,"X Wang, B Qian, J Zhuo,W Liu- Sensors (Basel, Switzerland), 2025 - pmc.ncbi.nlm.nih.gov",https://pmc.ncbi.nlm.nih.gov/articles/PMC11821044/,
,Adaptive English vocabulary recommendation systems: a computational intelligence approach using deep reinforcement learning,Completely Irrelevant,,RecSys + RL,,,"T Zhang, C Li - Second International Conference on Big Data …, 2025 - spiedigitallibrary.org",https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13550/1355040/Adaptive-English-vocabulary-recommendation-systems--a-computational-intelligence-approach/10.1117/12.3059790.short,Cited by 1
,Personalized preference based electric vehicle charging recommendation considering photovoltaic consumption: A transfer reinforcement learning method,,,,,,"W Chen, D Liu,J Cao- IEEE Transactions on Transportation …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10663735/,Cited by 2
,xMTF: A Formula-Free Model for Reinforcement-Learning-Based Multi-Task Fusion in Recommender Systems,,,,,,"Y Cao, C Zhang, X Chen, K Zhan, B Wang - Proceedings of the ACM on …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3696410.3714959?casa_token=B9M7zMOzNOQAAAAA:z2rFVKACcWt6-dTz6PwpgYO5SmHg3No8iMQSS9U7dnndKtlApz34c47rlwcu4hrH6oso5qfp4-WkTA,
,[HTML][HTML]Good practices for surplus production models,,,,,,"A Kokkalis,CW Berg,MS Kapur,H Winker… - Fisheries …, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0165783624000742,
,A dynamic multiobjective recommendation method based on soft actor-critic with discrete actions,,,,,,"J Luo,F Li, J Jiao - Journal of King Saud University Computer and …, 2025 - Springer",https://link.springer.com/article/10.1007/s44443-025-00016-3,
,Adaptive Both homo-and hetero-Feature Integration for Multimodal Emotion Recognition,,,,,,"ZK Wang, ZJ Si - Proceedings of the 6th ACM International Conference …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3696409.3700177?casa_token=RpcCGNrOrjoAAAAA:rkmf31hDp7pmsl_uXFZQYy4lwI09Bk_q7YMPW43izBrYekNZ6uhZTOr_Z-Bf9asi_DDk7xbw-cLhpQ,
2025년 3월 8일 오전 2:20 (GMT+8),A survey of large language model empowered agents for recommendation and search: Towards next-generation information retrieval,,,,,"Information technology has profoundly altered the way humans interact with
information. The vast amount of content created, shared, and disseminated
online has made it increasingly difficult to access relevant information. Over
the past two decades, recommender systems and search (collectively referred to
as information retrieval systems) have evolved significantly to address these
challenges. Recent advances in large language models (LLMs) have demonstrated
capabilities that surpass human performance in various language-related tasks
and exhibit general understanding, reasoning, and decision-making abilities.
This paper explores the transformative potential of LLM agents in enhancing
recommender and search systems. We discuss the motivations and roles of LLM
agents, and establish a classification framework to elaborate on the existing
research. We highlight the immense potential of LLM agents in addressing
current challenges in recommendation and search, providing insights into future
research directions. This paper is the first to systematically review and
classify the research on LLM agents in these domains, offering a novel
perspective on leveraging this advanced AI technology for information
retrieval. To help understand the existing works, we list the existing papers
on LLM agent based recommendation and search at this link:
https://github.com/tsinghua-fib-lab/LLM-Agent-for-Recommendation-and-Search.","Y Zhang, S Qiao,J Zhang,TH Lin,C Gao… - arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2503.05659,
2024년 2월 8일 오후 8:46 (GMT+8),Noise through an additional variable for mean field games master equation on finite state space,,,,,"This paper provides a mathematical study of the well-posedness of master
equation on finite state space involving terms modelling common noise. In this
setting, the solution of the master equation depends on an additional variable
modelling the value of a stochastic process impacting all players. Using
technique from viscosity solutions, we give sufficient conditions for the
existence of a Lipschitz continuous solution on any time interval. Under some
structural assumptions, we are even able to treat cases in which the dynamics
of this stochastic process depend on the state of the game.","C Bertucci, C Meynard - arXiv preprint arXiv:2402.05635, 2024 - arxiv.org",https://arxiv.org/abs/2402.05635,
,[PDF][PDF]Application of Exercise Recommendation Model Based on Deep Reinforcement Learning,,,,,,"J Dao, L Hong - pdfs.semanticscholar.org",https://pdfs.semanticscholar.org/63fe/c7d71e1a1c731fb5e340e66c94adbadba70a.pdf,
2025년 2월 11일 오후 3:01 (GMT+8),Flow Matching for Collaborative Filtering,,,,,"Generative models have shown great promise in collaborative filtering by
capturing the underlying distribution of user interests and preferences.
However, existing approaches struggle with inaccurate posterior approximations
and misalignment with the discrete nature of recommendation data, limiting
their expressiveness and real-world performance. To address these limitations,
we propose FlowCF, a novel flow-based recommendation system leveraging flow
matching for collaborative filtering. We tailor flow matching to the unique
challenges in recommendation through two key innovations: (1) a behavior-guided
prior that aligns with user behavior patterns to handle the sparse and
heterogeneous user-item interactions, and (2) a discrete flow framework to
preserve the binary nature of implicit feedback while maintaining the benefits
of flow matching, such as stable training and efficient inference. Extensive
experiments demonstrate that FlowCF achieves state-of-the-art recommendation
accuracy across various datasets with the fastest inference speed, making it a
compelling approach for real-world recommender systems.","C Liu,Y Zhang,J Wang,R Ying,J Caverlee- arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.07303,
,Deep Recommender System for Optimizing Debt Collection Using Reinforcement Learning,,,,,,"S Keerthana,R Elakkiya… - Cognitive Analytics and …, 2024 - Wiley Online Library",https://onlinelibrary.wiley.com/doi/abs/10.1002/9781394214068.ch3,Related articles
,Model-based recommendations for next-best actions in knowledge-intensive processes,,,,,,"A Seidel,S Haarmann,M Weske- International Conference on Advanced …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-61057-8_12,Cited by 1
,Fine-tuning large language model based explainable recommendation with explainable quality reward,,,,,,"M Yang,M Zhu,Y Wang, L Chen,Y Zhao… - Proceedings of the …, 2024 - ojs.aaai.org",https://ojs.aaai.org/index.php/AAAI/article/view/28777,
,Deep Learning-based U-Mamba Model to Predict Differentiated Gastric Cancer using Radiomics Features from Spleen Segmentation,,,,,,"H Shang, Y Tong, M Li, S Xu, L Xu… - Current Medical …, 2024 - benthamdirect.com",https://www.benthamdirect.com/content/journals/cmir/10.2174/0115734056349216241118115005,
,Judge a Book by its Cover: A Multimodal Approach to Book Genre Prediction,,,,,,"R Toosi,A Hosseini,R Toosi… - 2025 11th International …, 2025 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/11006189/,Related articles
,[PDF][PDF]FaultNVC: Earthquake fault plane extractor through point‐cloud normal vector clustering for hypocenter distributions,,,,,,"Y Sawaki, Y Sato,T Uchide- 2025 - gsj.jp",https://www.gsj.jp/data/openfile/no0759/gsj_openfile_report_759_en.pdf,
,Bayesian state-space modelling of stock markets in G7 countries During the COVID-19 Pandemic,,,,,,"OO Ojo- Heliyon, 2024 - cell.com",https://www.cell.com/heliyon/fulltext/S2405-8440(24)15477-1,
,[HTML][HTML]UET4Rec: U-net encapsulated transformer for sequential recommender,,,,,,"J Wang,MJ Ignacio, S Yu, H Jin,YG Kim- Expert Systems with Applications, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S0957417424016488,
,EasyRL4Rec: An Easy-to-use Library for Reinforcement Learning Based Recommender Systems,,,,,,"Y Yu,C Gao,J Chen, H Tang, Y Sun,Q Chen… - Proceedings of the 47th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3626772.3657868,
,Adaptive Bayesian Algorithms for Complex State Space and Mathematical Models,,,,,,I Botha- 2024 - eprints.qut.edu.au,https://eprints.qut.edu.au/251487/,
,Coral: Collaborative retrieval-augmented large language models improve long-tail recommendation,,,,,,"J Wu,CC Chang,T Yu,Z He,J Wang,Y Hou… - Proceedings of the 30th …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3637528.3671901,
,Multivariate trace estimation using quantum state space linear algebra,,,,,,"L Mor-Yosef,S Ubaru,L Horesh,H Avron- SIAM Journal on Matrix Analysis …, 2025 - SIAM",https://epubs.siam.org/doi/abs/10.1137/24M1654749,
,[HTML][HTML]A Framework of Recommendation System for Unmanned Aerial Vehicle Autonomous Maneuver Decision,,,,,,"Q Hao, T Jing, Y Sun, Z Yang, J Zhang, J Wang… - Drones, 2024 - mdpi.com",https://www.mdpi.com/2504-446X/9/1/25,
,RPAF: A Reinforcement Prediction-Allocation Framework for Cache Allocation in Large-Scale Recommender Systems,,,,,,"S Su,X Chen, Y Wang, Y Wu, Z Zhang, K Zhan… - … on Recommender …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3640457.3688128?casa_token=IIHXsobdJmQAAAAA:zCZTrdidOZnr2FxTnAYZNod_ZWLDeuYugfBj_ayto8QUHsXVpBxgLSnzY-oxTx2FGqjShcnLewjFEQ,
,On the relative stability of linear time invariant systems,,,,,,"GR Murthy,TJ Swamy- IETE Journal of Research, 2024 - Taylor & Francis",https://www.tandfonline.com/doi/abs/10.1080/03772063.2023.2297376?casa_token=kqo4yRkDlqkAAAAA:NdsKVBG_dY6eUkf9xEyoDTTrQoBwZTFJTb8uruiWeZwG34eXhQbNZYjrNvKu7W0fcreKtasRlfrCQQP-fA,
,Sentiment in a State-Space Model,,,,,,"DF Iezzi, R Monte - New Frontiers in Textual Data Analysis, 2024 - books.google.com",https://books.google.com/books?hl=en&lr=&id=5JQjEQAAQBAJ&oi=fnd&pg=PA77&dq=(mamba+OR+%22state+space%22+OR+%22state-space%22+OR+%22state+spaces%22+OR+%22state-spaces%22)+AND+(recommend+OR+recommender+OR+recommendation)&ots=haDEx1eaEm&sig=9YUS_gX3PGCL1ZISXJy94ziOtdA,Related articles
,Review Of Approaches Towards Building AI Based Career Recommender & Guidance Systems,,,,,,"A Shah, R Pati, A Pimplikar,S Puthran… - ScienceOpen …, 2024 - scienceopen.com",https://www.scienceopen.com/hosted-document?doi=10.14293/PR2199.000978.v1,
,LQR Discrete Time Control of a Buck Converter Using a Non-Minimal State Space Representation,,,,,,"R Tymerski - Journal of Power and Energy Engineering, 2025 - scirp.org",https://www.scirp.org/journal/paperinformation?paperid=140199,
,Gaussian Sum Filtering for Wiener State-Space Models with a Class of Non-Monotonic Piecewise Nonlinearities,,,,,,"AL Cedeño,RA González,JC Agüero- IFAC-PapersOnLine, 2024 - Elsevier",https://www.sciencedirect.com/science/article/pii/S2405896324012783,
,Distributed Sharing and Personalized Recommendation System of College Preschool Education Resources Under the Intelligent Education Cloud Platform …,,,,,,"Y Su, Z Dong, S Li - International Journal of High Speed Electronics …, 2025 - World Scientific",https://www.worldscientific.com/doi/abs/10.1142/S0129156425404309,Cited by 1
,Improved Control of a Primary Linear Actuator using State-Space,,,,,,A Lagerström - 2024 - diva-portal.org,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1872914,
,The Africa CDC Guidance for Strengthening NCDI-MH Surveillance Systems: The role of HIS assessments,,,,,,"…, B Kabarega, F Moser, D Njobo Mamba… - European Journal of …, 2024 - academic.oup.com",https://academic.oup.com/eurpub/article-abstract/34/Supplement_3/ckae144.092/7842921,Related articles
,Recommendation System in Industrial data analysis using Machine Learning Techniques,,,,,,"T Joshi,B Joshi, K Syed, S Vijayarani… - 2024 IEEE North …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10774728/,Cited by 1
,Digital-twin-based cps anomaly diagnosis and security defense countermeasure recommendation,,,,,,"J Ma, Y Guo, C Fang, Q Zhang - IEEE Internet of Things Journal, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10439988/,Cited by 7
,[HTML][HTML]Adaptive task recommendation based on reinforcement learning in mobile crowd sensing,,,,,,"G Yang, G Xie, J Wang, X He, L Gao, Y Liu - Applied Intelligence, 2024 - Springer",https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10489-023-05247-3&casa_token=4bP1-KJbccwAAAAA:ct7CbkYQtVdk6ftJyQphxoLvb4L4bIr7gd7TAM-SOey9VVbibDd9UM952BGRtNCNCBTsIcWuEEWcMXKEeg,
,Td3: Tucker decomposition based dataset distillation method for sequential recommendation,,,,,,"J Zhang,M Yin,H Wang, Y Li,Y Ye, X Lou… - Proceedings of the …, 2025 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3696410.3714613?casa_token=yhqrzXuBvZgAAAAA:D4T2ky5ql84Mx0vrOAwx8uJnRqXGzTEGj3LMyJVrvWu513tQ9fjVy345uEP8rxPBO4Zkh0U50dJ5Lw,
,"Extrafamilial Communication and Risky Sexual Behavior of Adolescents in Urban Areas, Mont Ngafula Health Zone in Kinshasa",,,,,,"SM Mamba, D Tshilomba, O Kiyonge… - Open Access Library …, 2024 - scirp.org",https://www.scirp.org/journal/paperinformation?paperid=131005,
2024년 4월 19일 오전 7:12 (GMT+8),Enabling stateful behaviors for diffusion-based policy learning,,,,,"While imitation learning provides a simple and effective framework for policy
learning, acquiring consistent actions during robot execution remains a
challenging task. Existing approaches primarily focus on either modifying the
action representation at data curation stage or altering the model itself, both
of which do not fully address the scalability of consistent action generation.
To overcome this limitation, we introduce the Diff-Control policy, which
utilizes a diffusion-based model to learn the action representation from a
state-space modeling viewpoint. We demonstrate that we can reduce
diffusion-based policies' uncertainty by making it stateful through a Bayesian
formulation facilitated by ControlNet, leading to improved robustness and
success rates. Our experimental results demonstrate the significance of
incorporating action statefulness in policy learning, where Diff-Control shows
improved performance across various tasks. Specifically, Diff-Control achieves
an average success rate of 72% and 84% on stateful and dynamic tasks,
respectively. Project page: https://github.com/ir-lab/Diff-Control","X Liu,F Weigend,Y Zhou,HB Amor- arXiv preprint arXiv:2404.12539, 2024 - arxiv.org",https://arxiv.org/abs/2404.12539,Cited by 3
,A social image recommendation system based on deep reinforcement learning,,,,,,"S Ahmadkhani,ME Moghaddam- Plos one, 2024 - journals.plos.org",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0300059,
,Early Life-Stage and Adult Productivity Dynamics Derived from a State-Space Stock Assessment Model for Data-Limited Thorny Skates (Amblyraja Radiata Donovan …,,,,,,"NG Cadigan,R Steele,M Weerasekera… - Available at SSRN … - papers.ssrn.com",https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4905591,
,Deep Reinforcement Learning-Based Recommendation System for Libraries Using Implicit Feedback,,,,,,L Roldan Vilardell - 2025 - upcommons.upc.edu,https://upcommons.upc.edu/handle/2117/427325,
,A Reinforcement Learning Based Recommendation System to Improve Performance of Students in Outcome Based Education Model,,,,,,"MB Tariq, HA Habib - IEEE Access, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10445475/,
,The Unexpected Results of Reinforcement Learning for Sequential Recommendation,,,,,,ÁL Silva- 2024 - search.proquest.com,https://search.proquest.com/openview/8e40fab0c2e91a783b9290613def2099/1?pq-origsite=gscholar&cbl=2026366&diss=y,Related articles
,A state-space perspective on modelling and inference for online skill rating,,,,,,"S Duffield,S Power,L Rimella- Journal of the Royal Statistical …, 2024 - academic.oup.com",https://academic.oup.com/jrsssc/article-abstract/73/5/1262/7734616,
,Policy GRU-RL: Simplified Music Playlist Recommendation U sing Sequential on Reinforcement Learning Concept,,,,,,"C Chanarong, S Maneeroj - 2024 21st International Joint …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10613646/,Related articles
,Learning Personalized Health Recommendations via Offline Reinforcement Learning,,,,,,"LD Preuett - … of the 18th ACM Conference on Recommender …, 2024 - dl.acm.org",https://dl.acm.org/doi/abs/10.1145/3640457.3688021?casa_token=eAxlZ5xlMQ4AAAAA:8U75N-WVZVYPwnUXO7oRDvn21R0_1mEOPaYFe3d77Ds_DEUnW4N0D2_r6CGNvjJ3rZiU5AITOz6b9w,
,Exploring team strategy dynamics in tennis doubles matches,,,,,,"Z Liu, C Dong, C Wang, TY Dong,K Jiang- International Sports Analytics …, 2024 - Springer",https://link.springer.com/chapter/10.1007/978-3-031-69073-0_9,Cited by 2
,A State-Space Method for Vibration of Double-Beam Systems with Variable Cross Sections,,,,,,"Y Li, H Guo, F Xiong, L Xie, J Gong… - Journal of Engineering …, 2024 - ascelibrary.org",https://ascelibrary.org/doi/abs/10.1061/JENMDT.EMENG-7723,
,Scalable Accelerated Intelligent Charging Strategy Recommendation for Electric Vehicles Based on Deep Q-Networks.,,,,,,"X Shen, Z Wu, Y Zhang, S Niu - International Journal of …, 2024 - search.ebscohost.com",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=2158107X&AN=175401646&h=lYtvh00rW85BLIId2aKDOOVfmFVTEdQ6VtK5%2FyToUOovCIln4mqLLdPCQi6qpPJsepxW%2FBOCyimTPuCSbY9L3A%3D%3D&crl=c,
,Efficient methods for fitting nonlinear non-Gaussian state space models of wildlife population dynamics,,,,,,F Empacher - 2024 - research-repository.st-andrews.ac …,https://research-repository.st-andrews.ac.uk/handle/10023/29716,
,MARRGM: Learning Framework for Multi-agent Reinforcement Learning via Reinforcement Recommendation and Group Modification,,,,,,"P Wu, L Tian, Q Zhang, B Mao… - IEEE Robotics and …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10502122/,Cited by 4
2025년 2월 5일 오전 12:14 (GMT+8),Sparse Data Generation Using Diffusion Models,,,,,"Sparse data is ubiquitous, appearing in numerous domains, from economics and
recommender systems to astronomy and biomedical sciences. However, efficiently
generating high-fidelity synthetic sparse data remains a significant challenge.
We introduce Sparse Data Diffusion (SDD), a novel method for generating sparse
data. SDD extends continuous state-space diffusion models with an explicit
representation of exact zeros by modeling sparsity through the introduction of
Sparsity Bits. Empirical validation in various domains, including two
scientific applications in physics and biology, demonstrates that SDD achieves
high fidelity in representing data sparsity while preserving the quality of the
generated data.","P Ostheimer,M Nagda,M Kloft,S Fellenz- arXiv preprint arXiv …, 2025 - arxiv.org",https://arxiv.org/abs/2502.02448,
,Research on Book Information Accurate Retrieval Recommendation System Based on Large Language Model,,,,,,"J Qiao - … Conference on Computers, Information Processing and …, 2024 - ieeexplore.ieee.org",https://ieeexplore.ieee.org/abstract/document/10788139/,Related articles
2024년 7월 3일 오전 12:54 (GMT+8),Reinforcement Learning and Machine ethics: a systematic review,,,,,"Machine ethics is the field that studies how ethical behaviour can be
accomplished by autonomous systems. While there exist some systematic reviews
aiming to consolidate the state of the art in machine ethics prior to 2020,
these tend to not include work that uses reinforcement learning agents as
entities whose ethical behaviour is to be achieved. The reason for this is that
only in the last years we have witnessed an increase in machine ethics studies
within reinforcement learning. We present here a systematic review of
reinforcement learning for machine ethics and machine ethics within
reinforcement learning. Additionally, we highlight trends in terms of ethics
specifications, components and frameworks of reinforcement learning, and
environments used to result in ethical behaviour. Our systematic review aims to
consolidate the work in machine ethics and reinforcement learning thus
completing the gap in the state of the art machine ethics landscape","A Vishwanath,LA Dennis,M Slavkovik- arXiv preprint arXiv:2407.02425, 2024 - arxiv.org",https://arxiv.org/abs/2407.02425,
